id,target
485,42846.72008936214
486,745512.9591512732
487,29976.591838631473
489,475251.82811679615
491,35972.76816756696
493,282814.3525826282
494,101551.96585637645
495,130825.58517115607
496,49132.77928169759
499,33603.252860149965
500,35136.16515495764
503,182636.85875151108
504,102618.42261246053
505,41152.902124876426
510,156935.96878756912
511,200188.42799576616
518,25341.388906670538
520,75689.45251746179
522,81574.4730975302
527,55286.80420873868
528,34437.987134960225
529,101889.65440874772
530,55847.01349788864
532,75641.94523357603
534,93156.34340071917
535,168654.2430824121
538,51577.73983796853
542,69752.60986850473
544,50317.04067994664
550,221706.66074154506
552,32331.493109505813
554,24592.782829878746
555,36230.26263502867
557,132229.06220586578
558,58188.00891130088
559,44779.964205729426
560,56026.14902430635
561,44098.55867297851
562,128641.0227190508
565,122465.81764052564
566,93268.99931836134
567,246684.17096664186
569,194871.7832620006
574,47849.1503296576
575,55228.09351089882
576,138301.57088477007
577,39312.63101248798
578,56625.680116874115
581,89685.90867207623
582,36876.07203992321
583,70940.3765099492
589,50966.57496673757
591,47530.28109820154
592,40707.56025477421
594,101676.63921425835
595,44429.699161822944
596,161887.75736296544
598,41459.15129878524
601,392351.45171157504
603,45931.62294234468
604,75320.33272600283
605,61148.21728647663
606,55021.65598941087
608,45404.76005120687
609,57241.25180372751
611,282673.8087935127
613,49244.65951804388
614,96266.79701913583
616,55933.0129097003
621,126077.7427803691
622,32998.21037378796
623,218881.40307900577
626,41809.75628781389
627,34994.88370490457
628,120350.37114102025
629,151397.1326686646
631,223419.63967938142
632,77896.87612454049
633,41534.34372374421
635,70004.20334178167
636,97951.49142404576
637,161814.81336484055
639,83538.4920470515
642,86009.48848629794
643,36079.62553169094
645,62397.38720534134
648,42966.25994975042
650,125349.46310032724
655,49654.660193105316
656,160559.33619630034
661,31469.4247217224
662,55902.20748042057
664,43764.145424305556
665,27298.312783112495
667,43180.96489751272
671,52243.42248108031
672,30170.6803327333
673,62243.21684968398
674,332653.34191142546
683,78587.78182196629
686,38295.98040435698
687,996655.908316425
688,122963.48194684624
689,25968.764103721805
691,39770.90190705896
692,133996.47245844206
694,24935.241360534776
698,277577.022950902
702,137153.14142999973
705,39274.519870975004
706,138418.07832276888
707,39141.24272208235
708,43780.33538632712
709,89193.76510070673
711,80583.26145956597
714,178608.53263788362
721,82356.90046482589
723,664146.5708864437
724,29896.48828702107
727,189461.28620097073
730,151605.01355169786
731,35550.864725630345
732,87385.54115531976
734,208749.76104276822
735,51067.10488039735
736,44883.18689808349
740,49966.92394361989
742,66305.92705614673
745,30072.194177811514
747,323862.3205486118
749,51713.85656714737
750,60376.67290929037
753,147556.40392368866
754,65899.29115736845
756,76641.39435440072
757,35818.77273290237
758,49795.43193828036
759,28269.656050436522
760,195955.99009996947
762,34493.04373042653
765,69432.28103743544
766,92268.83380319807
770,117491.65705989339
771,63447.1487815453
773,53013.551152988526
781,47660.15386388466
786,31679.655018072546
787,58099.51002247232
788,27573.022769369083
789,149240.13521673475
790,83547.89301176254
792,66672.17071176381
796,68907.43203450578
798,119529.71705679779
800,100145.39131598608
804,63636.7900836822
806,35095.31359940672
808,53229.25300193295
811,53838.96841656933
814,42685.96314423312
816,46346.77562255295
818,38162.139835137634
819,143526.81110246075
820,70793.50220441639
826,224728.6211388985
829,36246.46004206691
831,42017.80464485756
832,76191.13166726922
834,44018.295024438914
835,43708.52667122246
844,60463.40714696559
845,60560.61929343546
846,118256.3082705796
847,185287.07881935668
850,52839.7131921786
852,77009.27416396042
855,172494.4128509556
856,396959.92640976555
857,68374.88131409467
858,200827.11808595154
859,31115.66129064652
863,115349.05911313812
864,50779.5921155812
865,41876.929828255554
866,136716.41890320205
869,75089.86251096494
872,32996.49994018832
873,33039.37174501671
876,34216.51605075557
877,30125.380053417255
880,27693.994647296247
883,38947.371891000446
885,111923.16168453223
886,105473.51967414681
887,95009.9563009104
888,142853.23345076456
889,113762.1225148459
893,57045.00021598624
896,115051.52052106708
898,33948.79130686815
900,62369.83578537352
902,41455.801320373816
908,212425.9577357036
910,189281.83377909483
915,38976.4675802704
916,110337.4859399356
919,76444.37525359554
922,219852.29234891266
923,68862.10357396072
924,42867.0886578743
926,60634.58787888876
935,156158.81957045296
937,151433.69791303555
938,26616.589832248632
941,24109.630694356954
943,42054.46372968074
945,39612.635832358545
946,70417.44310242805
949,62371.868508709274
950,84784.23811475611
952,28247.317024550342
953,66121.0158908152
954,39590.63864237512
956,33849.20395957086
959,288309.9825962033
963,41433.58599166936
965,27967.38426970706
968,154273.6393662414
969,327350.21261979255
970,138046.02493244398
972,25085.223905774008
974,274170.5367088397
975,39459.120487256434
976,102060.47965438224
978,248253.4109831588
979,41320.813120268176
982,64960.8403801445
983,61047.56350736793
984,29956.023370918192
986,328568.2635708693
987,79568.64557052263
988,36028.33279100062
989,238385.90897614212
990,143732.24487651294
992,78539.98046691444
993,51636.3420039028
995,140857.48537891865
996,67751.81682963474
997,73265.57406457717
1002,56138.937928337065
1003,41920.10908869495
1005,170459.09323159483
1006,146888.36673615366
1011,150661.06891850047
1013,96590.64272066968
1018,35354.06416354636
1020,64720.6198683088
1022,59936.432106998196
1023,56615.35466732352
1025,32257.422096858994
1027,40501.778843623666
1029,205723.03229960517
1030,118750.65175085721
1033,145039.45405969652
1035,30358.86453101421
1037,58229.66530668968
1039,175059.73806666504
1043,38544.14739778129
1045,104684.07532847529
1046,88612.53256292196
1049,393102.41464904964
1052,171204.65559044105
1056,43652.475800574946
1058,75094.5450741634
1060,91001.82896332236
1061,41940.00481234807
1063,100465.0599307889
1067,151717.62078361757
1070,57262.337190689
1072,35137.357536514966
1073,208763.92987309478
1074,59166.15287445566
1075,44103.006449644636
1078,43878.995935362815
1079,58782.990845395616
1081,98891.96828699668
1083,104151.44234463814
1085,32528.664699015007
1089,130883.37309564387
1092,125578.95089007926
1095,92695.72175241585
1096,185481.59744254823
1099,38109.97623446617
1100,72623.89840772584
1101,199562.6326669272
1104,106388.36386867122
1105,186876.6195180732
1107,92452.82906562174
1109,65119.424342310274
1110,228095.83186845933
1111,38321.83520239161
1112,71286.00294356728
1113,165920.6387328466
1114,47629.06985805873
1115,55810.79530979285
1116,71892.11185012877
1123,105664.35264071223
1124,170566.5146036723
1126,60214.95208235984
1127,221532.25853753363
1128,59433.67583614289
1132,112341.31341411438
1134,76179.33023496145
1135,47827.08098991765
1137,85116.37945368803
1140,114806.70349666275
1141,77448.55326571582
1145,76564.98831756477
1149,87843.94124094793
1150,53488.883177517346
1152,51371.35365572623
1153,41505.672073079426
1157,124984.33446719496
1158,34948.24500685454
1162,56534.26682055284
1163,63053.43092328979
1164,157352.68819949537
1166,47416.57051131323
1167,30281.84002164108
1177,56308.54357428052
1178,117496.70464392766
1180,40889.407934046045
1181,47251.89070395147
1182,153445.20034789594
1183,26961.815921425645
1184,88392.18037223822
1186,307674.9972945601
1187,51494.464444336394
1192,140808.8706705801
1193,72859.95122980504
1194,55281.00279947539
1197,38380.79113896049
1201,205403.203336295
1205,550629.6880382011
1210,82029.03340066911
1211,40544.32812459962
1220,39149.298707808804
1222,164607.18460967613
1225,81849.04409756974
1226,45275.95902704673
1228,162751.7070619058
1231,160670.24057996634
1232,30080.00904377394
1233,50754.21562092927
1234,61947.26011161286
1236,119123.73743068529
1237,52936.472578676854
1238,64827.7993010103
1240,92297.37183403589
1242,56572.89086080502
1244,35810.44488087703
1245,38007.75959598315
1246,35619.32136282848
1247,152482.7206407849
1248,33898.65748043762
1249,39663.016407556104
1250,44752.79667399233
1251,23381.015430604508
1255,44432.442449984585
1260,51539.03336096014
1261,69766.65468854239
1262,31043.965271663696
1263,30158.645462543205
1264,106643.92484530674
1265,28996.105947521333
1270,90793.92896372925
1272,63595.11688836522
1274,72363.96276569073
1275,95753.48193147553
1278,201500.8548997273
1281,49317.627355399614
1284,47427.216753348286
1285,37286.759030170084
1286,34474.68595634726
1288,54652.39399254987
1289,183416.91664331456
1290,74363.0348309279
1291,33057.96076284456
1294,106362.2720749003
1295,59605.81592540229
1298,51561.662339479255
1299,235402.25203614924
1300,156239.71547884558
1304,43382.68251171609
1306,48241.81058726822
1309,32691.600464326046
1310,27221.720216409016
1312,43010.83088681411
1313,260791.24060546362
1315,55027.153942522506
1316,43971.867982714095
1318,285939.9839155034
1319,113260.27752467203
1320,61647.96209607976
1321,31518.54916041107
1322,42807.614042747984
1323,143006.5067007226
1325,74145.11989169303
1326,106771.76224315091
1329,75258.47168580072
1332,145145.95379050236
1334,43221.52377743833
1335,180241.77633557335
1337,45590.09632900419
1343,89477.24389078855
1346,28542.421564734675
1347,111104.91226341647
1349,84733.35865888477
1350,159075.11063554525
1353,218001.20287502132
1354,55961.139392867306
1355,24104.1496186804
1356,211977.04701526315
1358,36041.355035701694
1359,119992.83531876022
1361,47920.255103733136
1362,40226.66437028066
1363,33277.219427720534
1364,120992.79174614653
1367,86776.3237533073
1368,27591.27814994145
1369,263100.472170702
1373,63668.222752344365
1375,25958.85960467219
1379,148785.75762646663
1381,43744.91018220729
1382,233209.00857154123
1383,29142.04008727995
1384,43217.47550704553
1386,162616.21276821825
1387,51970.23659711358
1388,55546.38909924163
1389,28187.19182646058
1391,181275.13904473456
1392,57779.42151446034
1393,56979.39708027131
1396,32187.326057972303
1397,72096.08052550499
1401,43432.94649486259
1402,57803.17189062671
1403,90725.77715256161
1406,173311.5614364683
1410,37031.723370528896
1411,168046.91791460392
1413,94143.3460745799
1414,109868.69184450447
1419,105503.98254970083
1421,48068.08217481767
1423,62496.72624397897
1424,250024.94650373867
1425,50532.88361797434
1427,32516.73970271095
1428,533830.0629179853
1429,39656.03301105516
1433,41988.83413659515
1435,31043.238176125942
1440,38908.67479260884
1445,56997.23516751313
1446,189299.25285378433
1448,168248.61823360503
1450,40529.7736177424
1451,56324.25632987649
1453,66020.96432771925
1454,36897.75329252921
1455,55193.24082831655
1459,126542.17708948327
1461,57170.37027699617
1468,87346.44564881233
1475,62102.02278632802
1477,30593.92885688508
1481,30170.01063162303
1482,49336.366097629565
1484,183506.822513912
1487,66652.25065785354
1488,44073.035608346174
1490,96202.42630230625
1497,32895.57973730592
1499,62767.03168613492
1500,68965.54212320877
1501,77624.17903793015
1503,92331.86030830766
1504,53034.12963791789
1506,46708.37500980653
1507,41398.28205716333
1510,361638.20767564524
1515,38666.86222346256
1516,91574.18883622589
1517,43299.3210719507
1518,54719.35890633086
1519,66117.73390913398
1520,40196.506155730065
1522,57450.32548526173
1523,142559.79022499057
1526,100851.22903671216
1531,71330.36156212163
1533,48976.1079484197
1536,30805.19754629404
1538,31547.174288177455
1540,35453.029911211466
1542,48305.68341925452
1544,254652.23355312276
1545,33145.83429827897
1546,128694.8132022335
1548,47661.77220686909
1550,64484.251904266035
1551,61732.146087828
1552,119699.66234774841
1553,137502.3287720215
1554,56388.14532044867
1556,90297.16325284036
1558,27266.545481611847
1560,50213.50473843015
1562,231527.10348300068
1566,79156.26888303964
1567,138776.5293809575
1570,125615.23855780279
1571,53651.23357743439
1572,125696.75680126913
1573,25652.49244425258
1577,48880.41289539411
1579,53395.75417846938
1580,82191.82163864507
1582,42304.75586728176
1584,113328.64373944314
1586,149148.39987395817
1587,121344.98982530384
1589,420330.49194683525
1591,33467.29299402206
1592,51919.32922657988
1593,125533.9068631717
1594,68593.87584415016
1595,135907.5494673383
1597,50672.731017096485
1598,41167.29998192777
1600,73946.72318866498
1602,47344.69312197374
1604,33208.51183410248
1606,60214.16777536098
1608,240546.10003108147
1609,55797.99842403742
1610,81519.48254431217
1612,53478.16592464
1614,90982.66345170044
1616,56663.17248585059
1618,46893.61231336499
1620,53270.622193175564
1622,33541.570219800815
1624,129346.93733686455
1625,268531.1177531834
1626,31476.15298201697
1627,52811.040021083856
1629,81994.55765522485
1630,64498.692170590046
1634,86767.52418744826
1640,133256.1084407618
1643,131094.36878263202
1645,52572.02997788632
1646,273615.33546084573
1648,61363.45375650539
1650,45309.157140086594
1653,134125.54256608724
1654,133933.67332160904
1656,22176.79063247856
1657,60948.978221658304
1658,82240.92082589093
1662,50990.99763088951
1664,72260.33915373831
1665,103992.25275319823
1666,53289.23463039417
1669,22318.36783733566
1670,80223.95920132069
1671,119554.85074153081
1672,44938.00248492638
1674,30822.587370621735
1676,53041.22120218659
1679,73210.45944558777
1680,77249.57468405351
1681,24758.36464144245
1684,72365.96754044101
1686,43423.00797819661
1687,35246.70813593324
1688,33870.42716239609
1689,140079.53529160024
1691,58182.78822043431
1694,23520.583072772955
1695,47973.77419323541
1699,47387.3329863113
1703,98541.4792605102
1704,61677.12732826395
1707,59653.326524543
1711,177481.0366611072
1712,44926.27477398814
1714,58009.13238529273
1718,37443.462807097945
1722,170762.70508000214
1723,151650.38907987118
1724,410089.81590227614
1725,78714.1931359983
1726,82134.06423191802
1727,523633.42281006055
1729,82761.24104198348
1730,37200.12548226628
1731,59480.55424132926
1733,76311.52372965633
1734,117396.77842336286
1735,197226.04697236983
1736,43900.62435524178
1738,109350.3561489404
1741,125990.9171812467
1742,107517.56857232153
1743,287319.2167371104
1749,144679.6858256004
1753,118401.6688571844
1755,52092.816866364716
1756,55907.143707127296
1758,57635.04066723778
1761,77879.11818128749
1762,30100.575442448346
1763,44930.62615550683
1768,126141.5195396848
1769,43847.90468162484
1770,51183.80642372465
1772,63872.844674615
1774,88931.92161868888
1775,162992.7799744599
1776,32320.94572050145
1781,38827.78885595521
1785,289225.59654621413
1786,56700.4618386817
1788,32480.497365357147
1790,35707.92073308437
1791,84342.36471788007
1792,64881.617782709
1793,67334.37325335697
1796,100221.5533546731
1798,123679.92595513797
1801,39957.09228399112
1802,22738.06098069784
1804,100584.86515718247
1805,91619.89642743628
1808,63675.431904805926
1809,32831.929555297305
1810,82827.33162646763
1814,49131.66211509577
1817,66840.52694691981
1820,72148.64612331682
1831,225891.05242467654
1833,69373.14220622803
1834,175215.28725673966
1838,39136.398191128326
1839,38481.48305477382
1844,37636.643951078055
1845,40503.45206142872
1847,25101.74333491642
1851,264114.9724271859
1852,39250.931062713105
1854,214673.2067350069
1855,131715.53146157126
1856,100995.68547162588
1857,67990.962753364
1858,33893.18980650751
1859,213736.6287804859
1860,35672.26026389003
1861,65273.40812033131
1865,98288.56282996474
1868,149049.97508721845
1872,93922.19382349767
1874,189439.72541173588
1878,54167.75407679999
1880,38739.17379738494
1881,184048.1305353001
1882,56258.35084310594
1883,49814.93948437972
1884,50716.2509798065
1886,67598.91198178186
1887,42022.92338800737
1891,232847.8614924411
1892,88353.22853357837
1893,52415.44575592511
1894,37367.73891850084
1895,60469.08119229776
1897,43340.89626511462
1898,50685.55642921814
1899,44421.76424410078
1901,40621.42551639336
1902,53051.512786835054
1905,51867.15179297169
1906,30702.996502329082
1908,28398.942317714715
1912,103985.28624705251
1913,273722.89189099445
1914,91335.44998530376
1916,35903.8939559293
1918,133289.25338003834
1919,42772.42208208093
1920,36766.88745650324
1921,66790.02499054954
1922,33721.50044682824
1923,55418.822861133085
1927,50978.76452939697
1928,39817.74743811732
1929,29405.29440485125
1930,36549.55590952442
1931,39886.38302542079
1932,72395.25381076203
1940,171219.1720910786
1941,100822.7769480667
1942,87942.83634864054
1943,265266.23447788967
1944,70605.0605303816
1946,65476.659959662415
1948,34675.2091189223
1950,54005.74750532864
1951,183897.53187366153
1952,61251.15553722373
1954,55019.848178888846
1955,95707.55364741378
1956,43293.08853024034
1959,40175.92493286972
1962,56570.227849294075
1965,27132.378613049255
1966,66828.43157369716
1967,149651.79506390082
1968,221224.39717685775
1969,59514.37911736957
1970,132951.7743035809
1971,85387.80868690312
1973,147461.62478488448
1977,134863.93710832472
1979,37181.331912363734
1982,22584.21281782759
1984,107905.80396603435
1985,135804.03829286902
1987,47023.356274597514
1991,35596.67846409711
1994,61753.004616461505
1995,27985.299165640925
1996,141284.35843754964
1998,116826.10502041366
1999,44391.661059186816
2000,374458.1444738153
2001,248372.99054764345
2002,61226.1795606417
2009,90967.99203619504
2010,25865.453863260358
2012,324985.6573243355
2013,72041.568679413
2014,210481.3292979232
2015,41009.126364578835
2016,120823.74303258554
2018,30062.235131648828
2019,65017.17941694868
2020,39959.60534786322
2023,91445.10457176757
2024,578753.1305943801
2026,39323.790550482154
2027,63731.822494887405
2028,295643.78315911104
2029,114719.18548588933
2030,178702.78906374448
2034,48065.89656150379
2036,36294.9269008359
2037,46623.097045223156
2038,54281.605615628716
2040,93898.92484297993
2041,157672.984983176
2046,235760.15487068042
2051,94430.41802347165
2053,63431.62516357503
2054,65834.31521390847
2055,42426.945096015195
2058,102607.90758822703
2059,72960.35087376233
2061,47283.09326361782
2062,569770.5076007426
2064,31023.153314763906
2065,72399.36242479856
2066,39002.63547036305
2067,61013.11336122912
2071,127912.69976868959
2072,63292.389723886234
2073,53379.22806094393
2074,41515.03361121218
2075,235416.26518204433
2076,129787.91436638159
2082,56927.86070121133
2083,47590.73532969926
2088,90188.2699633031
2089,101200.62057817186
2092,32932.8317960795
2093,529927.5121757291
2095,96957.76176404442
2096,36060.434606021336
2099,40211.57506166775
2101,413322.28195260395
2104,53977.40116465
2105,39662.84296968569
2107,62573.049970302265
2109,118119.17005957368
2110,33437.61866300678
2111,49669.227182566996
2113,34635.0596865282
2114,27245.446214139956
2115,112559.37813684612
2117,147347.08557689545
2120,90594.35169039005
2122,100165.73682721713
2123,57585.01631543674
2124,49193.21657100836
2125,69255.79243744137
2127,41034.525161235404
2128,122679.07834048242
2129,47161.823119976834
2131,38319.28181048488
2132,83660.78352509698
2134,55107.83856715901
2135,104938.23545244656
2142,220309.48217913538
2143,136325.25866626445
2145,51776.804474397424
2146,34104.35948877485
2148,45156.26334523019
2149,36128.36954130253
2150,55640.85234488357
2152,87826.22520451316
2153,33973.931958792906
2156,29057.22329030731
2157,193517.23207157204
2160,48021.4849596682
2161,49987.85073277113
2162,127450.57754405691
2163,84094.30722304093
2165,38165.27837757451
2167,78490.67556602608
2168,34203.388522376
2171,47406.36914026866
2176,34067.96013404463
2177,45901.77495578433
2180,101346.57034934466
2183,37047.57098663987
2185,58184.87501179284
2186,126265.8372235201
2188,66825.96588398046
2192,43640.7332256831
2193,62633.46717129038
2195,74164.34398663582
2196,514337.45945434284
2198,219288.7266492792
2199,39711.65578092788
2201,30595.002499803584
2202,214745.99472905224
2205,82302.79764753637
2208,41891.127406206244
2210,41940.83935346103
2212,42691.47213954009
2214,457647.4288188607
2215,58463.703621391716
2217,110209.47811804134
2219,84897.63328946376
2220,28811.641936597418
2221,86410.51475362749
2222,61985.75960499824
2224,36230.986176698774
2225,64170.11190248376
2226,43044.42741530229
2228,360375.9423320916
2229,213636.04185916547
2230,41147.32249031109
2231,90878.5914827853
2232,34409.325824148946
2234,46739.20186341826
2235,38234.71414046914
2236,45212.81317458569
2237,39289.768288649626
2240,38420.282084167666
2241,92287.99749494872
2242,43033.30186463493
2245,51432.633223230594
2247,31237.159814926807
2248,64947.637348818396
2249,87765.76212803237
2250,49223.12603603897
2254,34007.92990422538
2259,152448.25884349764
2260,191504.16408667195
2261,39577.63319585447
2262,75864.75165062294
2264,221721.09221992234
2265,168636.52025785536
2270,68464.81484427545
2274,58508.701212832086
2275,139325.11104639233
2277,47547.98702471962
2279,67712.74859031371
2280,64525.246461517934
2281,200741.40946003067
2283,52077.815563476695
2285,119733.2355729009
2286,93106.21899602232
2289,215711.23732347306
2292,57210.63175121532
2293,67663.30633486249
2301,62693.508469885186
2306,31638.16022824057
2307,63111.768704398
2308,44064.16742515222
2310,111847.69225453874
2311,73885.98034805786
2312,138080.10058756167
2316,52506.363896580704
2317,222913.99055744495
2318,85285.12511772307
2319,76469.75434555727
2323,55702.63121547255
2324,110843.59097795813
2328,141749.47073453089
2330,38237.189362905876
2331,28681.25398643838
2337,41142.05996846564
2339,176559.30575382986
2340,72039.2992553489
2342,31750.895356576948
2345,96832.48081472552
2348,48863.755656140085
2350,41081.63612749293
2353,57821.84306987335
2355,211378.38316152777
2358,61816.83634606412
2363,29593.509540974792
2371,42438.12471662481
2374,56481.32752467288
2377,120020.11875670966
2378,58631.24018378985
2379,305965.5931156289
2380,38094.17255620008
2381,37123.45800911853
2382,41811.487877219006
2383,161067.08807568706
2385,126116.32498171009
2386,32984.287539070596
2389,57396.4890562377
2390,54935.75991157486
2392,45633.56468547189
2393,206755.80831047645
2395,165502.2795319314
2396,69604.00978749045
2398,113959.3671378295
2399,58526.77460213541
2400,227004.44451752017
2401,103335.76823861204
2404,66151.37683887257
2405,84344.10498049532
2407,37049.43546061693
2410,40261.19990311177
2414,61997.76251461251
2417,39713.57633893999
2420,48507.84757030834
2423,173539.41692094918
2428,68707.13066795716
2430,320826.97690825403
2431,57674.89988983724
2435,147121.16322421902
2445,68910.22272219067
2447,62928.43988229629
2449,39511.451408143155
2450,95338.79811185518
2453,131277.56175769816
2455,54887.945708429135
2456,30418.602288125916
2457,109349.43568376965
2458,157599.54609418116
2463,35722.953660068866
2471,53240.97484063925
2473,102177.69182372084
2474,32833.83435657533
2475,60601.055317698825
2477,122546.26326574356
2478,807510.9946080338
2479,151336.92660582488
2480,71590.28966778054
2481,43493.76405250309
2482,94636.16981400651
2485,62130.49661563324
2486,238728.9233181693
2488,83729.47699241503
2491,45281.261276399084
2492,33013.665277958506
2493,75554.81491479777
2494,175032.81208627357
2498,39706.77836287402
2500,63755.95612677896
2501,88416.8552936891
2502,37575.04953255691
2505,94049.24465665662
2507,101304.11039042083
2511,103966.50263901532
2512,384819.97994277213
2516,55630.44634007441
2517,44272.08980057206
2518,25571.637095817663
2519,201703.52818592428
2520,58604.32043958207
2522,65120.68002099504
2526,30051.203230638377
2528,115360.59091101706
2531,56411.75083882219
2532,29017.78453061404
2534,261140.10713163254
2535,25007.22650002343
2536,122158.89116516805
2540,87213.4005450821
2546,39417.45334963956
2549,184083.806338952
2553,34529.056041847776
2554,82821.37724238771
2555,114383.5109953176
2557,132177.86737318282
2560,46905.991385708454
2561,74356.71885115268
2562,236062.8399722319
2566,72214.83786050527
2567,41781.89959426953
2568,127949.40484510995
2569,46688.29380662896
2574,139418.75086551087
2575,52235.769070314585
2576,101354.31891843947
2579,53894.4266863372
2581,31505.234139794244
2585,104794.45655515611
2587,54911.53565776111
2588,140916.353879735
2589,98159.42661252272
2590,549411.3159086984
2593,67631.5013903437
2597,148598.31805417142
2600,169074.04224928786
2603,169089.54020296896
2604,405015.38964469853
2607,24152.89138826378
2610,41578.15890451144
2612,22157.08257401036
2614,111970.66344355707
2615,176738.415060341
2616,37298.73681296709
2620,27736.03123961616
2621,59256.50391127099
2623,82566.82505146699
2624,162724.65217292935
2625,71480.31782664491
2626,90511.45778628135
2628,222663.35750334864
2631,108914.39015826114
2635,54776.96279924898
2641,65254.68445963269
2648,279938.1551725718
2649,64421.361995143554
2652,48780.64103190503
2656,93194.06867931374
2659,59632.80348720059
2660,74360.04255362928
2662,27309.72577035743
2667,40195.15222892338
2668,69616.22172878735
2669,317364.71738187846
2671,291935.5482496536
2672,46621.55519748428
2674,119848.60005836077
2675,62185.47500549326
2677,57041.887528227686
2678,90905.38155158081
